Status,Station Name,Observation Date,Latitude,Longitude,Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site
,MCPD River Styx Pond 01,2022-07-07,41.04777,-81.79743,10:25 pm,10:28 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,American Bullfrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,"2 bullfrogs, to the East end of the pond. 3-4 Green Frogs on the west end.",Wadsworth,Medina,Ohio,Park,Pond,Artifically Altered,Permanent,Stream or River,Medina County Park Distric River Styx Park,"Park in lot and follow yellow, alll purpose trail to the Fishing Access"
,MCPD River Styx Pond 01,2022-07-07,41.04777,-81.79743,10:25 pm,10:28 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,"2 bullfrogs, to the East end of the pond. 3-4 Green Frogs on the west end.",Wadsworth,Medina,Ohio,Park,Pond,Artifically Altered,Permanent,Stream or River,Medina County Park Distric River Styx Park,"Park in lot and follow yellow, alll purpose trail to the Fishing Access"
,pond near sun valley,2022-07-07,41.97401,-72.3551,08:58 pm,09:01 pm,20,0 - CALM: smoke rises vertically,None,Not Noted,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,stafford springs,tolland,Connecticut,Rural,Pond,Not Known,Permanent,Not Known,sm pond bordered by woodsy vegetation on 3 sides and rural road on 4th side.,"heading west on rt 190 in W. Stafford,turn R on Spgfld Rd- site is about 1/4 mile in on L across fr Sun Valley Campground "
,small pond L,2022-07-07,41.60475,-72.79433,09:16 pm,09:19 pm,21.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Berlin,Hartford,Connecticut,Rural,Pond,Artifically Altered,Permanent,Precipitation or Runoff,"enlarged from a naturally wet area, a stream runs through it after storms",on private property
,small pond H,2022-07-07,41.6037,-72.7948,09:23 pm,09:26 pm,21.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Berlin,Hartford,Connecticut,Rural,Pond,Artifically Altered,Permanent,Precipitation or Runoff,"small pond, most likely enlarged from natural one, wooded edges","partially on private property, may be heard from Black trail in Chotkowski Conservation Area"
,small pond H,2022-07-07,41.6037,-72.7948,09:23 pm,09:26 pm,21.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,Berlin,Hartford,Connecticut,Rural,Pond,Artifically Altered,Permanent,Precipitation or Runoff,"small pond, most likely enlarged from natural one, wooded edges","partially on private property, may be heard from Black trail in Chotkowski Conservation Area"
,Backyard Oasis,2022-07-07,42.69063,-83.05808,10:10 pm,10:13 pm,,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,American Toad,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Backyard Oasis,2022-07-07,42.69063,-83.05808,10:10 pm,10:13 pm,,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Backyard Oasis,2022-07-07,42.69063,-83.05808,10:10 pm,10:13 pm,,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Western Chorus Frog,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Ridge Top Fire Pond,2022-07-07,41.075708,-81.773062,10:45 pm,10:48 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,"Heard more bullfrogs, green frogs and gray treefrogs on walk back from the site to the S, SW and W. NOt unusual for treefrogs but first time noted for the BF and GFs.",Wadsworth,Medina,Ohio,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,"Fire pond in large plot housing development that is bordered by a farm to the north, a small woods to the west north west and currently undeveloped lots to the west. Homes to the south",Walk off of Ridge Top road about 20 paces  north of the west end of the pond.
,Ridge Top Fire Pond,2022-07-07,41.075708,-81.773062,10:45 pm,10:48 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,"Heard more bullfrogs, green frogs and gray treefrogs on walk back from the site to the S, SW and W. NOt unusual for treefrogs but first time noted for the BF and GFs.",Wadsworth,Medina,Ohio,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,"Fire pond in large plot housing development that is bordered by a farm to the north, a small woods to the west north west and currently undeveloped lots to the west. Homes to the south",Walk off of Ridge Top road about 20 paces  north of the west end of the pond.
,Ridge Top Fire Pond,2022-07-07,41.075708,-81.773062,10:45 pm,10:48 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,"Heard more bullfrogs, green frogs and gray treefrogs on walk back from the site to the S, SW and W. NOt unusual for treefrogs but first time noted for the BF and GFs.",Wadsworth,Medina,Ohio,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,"Fire pond in large plot housing development that is bordered by a farm to the north, a small woods to the west north west and currently undeveloped lots to the west. Homes to the south",Walk off of Ridge Top road about 20 paces  north of the west end of the pond.
,Litwin Pond,2022-07-07,41.7537,-73.24778,09:51 pm,09:54 pm,18.33,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,only 2,Litchfield,Litchfield,Connecticut,Rural,Pond,Human-made,Permanent,Stream or River,Small pond surrounded by marsh,On North side of beginning of Litwin Rd
,Anuran Alley,2022-07-07,41.646096,-71.479051,09:33 pm,09:36 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,"I have been away a lot this summer, but am back for most of the rest of the summer. Will try to do more observations going forward.",East Greenwich,Kent,Rhode Island,Suburban,Pond,Human-made,Permanent,Pond,small artificial pond at private residence with wetlands behind,
,Froggy Bottom,2022-07-07,41.35951,-72.73778,08:50 pm,09:10 pm,21.11,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Guilford,New Haven,Connecticut,Rural,Vernal Pool,Not Known,Temporary Some Years,Not Known,Vernal ponds in woodland,Path in woods
,Lishakill,2022-07-07,42.7494,-73.8944,09:59 pm,10:02 pm,20.1,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,Colonie,Albany,New York,Suburban,Swamp or Woodland Swamp,Artifically Altered,Permanent,Stream or River,,"North side of Morris Road,  1/2 mile south of railroad tracks"
,Lishakill,2022-07-07,42.7494,-73.8944,09:59 pm,10:02 pm,20.1,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Colonie,Albany,New York,Suburban,Swamp or Woodland Swamp,Artifically Altered,Permanent,Stream or River,,"North side of Morris Road,  1/2 mile south of railroad tracks"
,Lishakill,2022-07-07,42.7494,-73.8944,09:59 pm,10:02 pm,20.1,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Colonie,Albany,New York,Suburban,Swamp or Woodland Swamp,Artifically Altered,Permanent,Stream or River,,"North side of Morris Road,  1/2 mile south of railroad tracks"
,Arbutus Farm,2022-07-07,41.750769,-73.252238,10:39 pm,10:42 pm,17.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Litchfield,Litchfield,Connecticut,Rural,Pond,Artifically Altered,Permanent,Not Known,Two Ponds on either side of Litwin Road,
,125 Jenckes Hill Rd.,2022-07-07,42.90835,-71.46935,09:25 pm,09:28 pm,19.44,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Lincoln,Providence,Rhode Island,Suburban,Freshwater Marsh,Not Known,Permanent,Groundwater,Yard behind a small park,125 Jenckes Hill Rd.
,Forest Ridge pond,2022-07-07,41.0216,-85.2781,10:02 pm,10:05 pm,25.28,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,American Bullfrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Fort Wayne,Allen,Indiana,Suburban,Pond,Human-made,Permanent,Pond,established pond possibly 15-20 years old,location near the intersection of Rt. 24 and Homestead Rd.
,Forest Ridge pond,2022-07-07,41.0216,-85.2781,10:02 pm,10:05 pm,25.28,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,"3 - Full chorus, calls are constant, continuous and overlapping",,Fort Wayne,Allen,Indiana,Suburban,Pond,Human-made,Permanent,Pond,established pond possibly 15-20 years old,location near the intersection of Rt. 24 and Homestead Rd.
,Forest Ridge pond,2022-07-07,41.0216,-85.2781,10:02 pm,10:05 pm,25.28,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Fort Wayne,Allen,Indiana,Suburban,Pond,Human-made,Permanent,Pond,established pond possibly 15-20 years old,location near the intersection of Rt. 24 and Homestead Rd.
,vernal pool H,2022-07-07,41.60322,-72.794,09:30 pm,09:33 pm,21.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Berlin,Hartford,Connecticut,Rural,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,small vernal pool at edge of woods,on private property but can be heard from Black trail in Chotkowski Conservation Area
,Dakota zoo,2022-07-07,46.794803,-100.818827,10:36 pm,10:39 pm,20.56,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Bismarck,Burleigh,North Dakota,Suburban,Pond,Natural,Permanent,Stream or River,,
,WHR-End,2022-07-07,41.747926,-72.497114,09:15 pm,09:18 pm,18.89,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Manchester,Hartford,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Temporary Some Years,Groundwater,,Wyneding Hill Road End
,WHR-Pond,2022-07-07,41.74929,-72.49953,09:25 pm,09:28 pm,18.89,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,Manchester,Hartford,Connecticut,Suburban,Pond,Natural,Permanent,Stream or River,,"Wyeding Hill Road, Pond on right."
,Silver Creek - Parkway Pond,2022-07-07,40.9987,-81.6818,09:40 pm,09:43 pm,20,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Norton,Summit,Ohio,,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,,"Drive to Silver Creek Metro Park, 5000 Hametown Road, Bathhouse/beach parking lot, Norton, Ohio.  Walk across parkway from parking lot.  Take trail about 100 feet into woods.  Listen for frogs next to small woodland pond along the trail near the parkway."
,Silver Creek - Parkway Pond,2022-07-07,40.9987,-81.6818,09:40 pm,09:43 pm,20,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Norton,Summit,Ohio,,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,,"Drive to Silver Creek Metro Park, 5000 Hametown Road, Bathhouse/beach parking lot, Norton, Ohio.  Walk across parkway from parking lot.  Take trail about 100 feet into woods.  Listen for frogs next to small woodland pond along the trail near the parkway."
