Status,Station Name,Observation Date,Latitude,Longitude,Reporting Category,# Observed,Comments,Report ID
,Site 41695,2020-10-15,39.276,-76.514,Monarch Adult Sighted,1,"1 female monarch, looks newly hatched. Nectering on butterfly bush. 78 degrees winds 10 to 15 mph sunny.","1,526,491,542"
,Site 40513,2020-10-15,39.13,-77.756,Monarch Adult Sighted,1,Adult monarch flying in yard this afternoon at 1:30.,"1,526,491,585"
,Site 40190,2020-10-15,39.092,-79.935,Monarch Adult Sighted,1,One female in pristine condition nectoring on purpletop vervain.,"1,526,491,497"
,Site 39778,2020-10-15,39.044,-76.498,Monarch Larva Sighted,1,"Yes, this was taken on Oct 15. It's 74 degrees. My reaction was not, ""Hooray, a fifth!"" It was, ""Nooooo...."" Note he/she is not on the big leaf but is gnawing away at the stem above.","1,526,491,503"
,Site 39679,2020-10-15,39.038,-84.616,Monarch Larva Sighted,5,Saw 5 2nd instar Monarch cats on milkweed in our yard.,"1,526,491,603"
,Site 43100,2020-10-15,39.517,-84.355,Monarch (OTHER Observations),1,You can finally see the Monarch in it,"1,526,491,695"
,Site 42247,2020-10-15,39.37,-77.157,Monarch Adult Sighted,2,On flowers in residential backyard,"1,526,491,538"
,Site 41827,2020-10-15,39.297,-76.697,Monarch Adult Sighted,1,Saw an adult monarch resting on a leaf of a butterfly bush in our yard.,"1,526,491,687"
,Site 47265,2020-10-15,40.102,-76.085,"Monarch, Captive-Reared",4,Released four today.,"1,526,491,415"
,Site 46109,2020-10-15,39.98,-75.577,Monarch Adult Sighted,1,Nectaring at a neighbor's butterflybush.,"1,526,491,502"
,Site 48447,2020-10-15,40.253,-75.464,Monarch (OTHER Observations),1,Monarch,"1,526,491,580"
,Site 50180,2020-10-15,40.543,-79.162,"Monarch, Captive-Reared",1,"Hello,  I normally communicate with you from Homer City, PA.  I brought my last chrysalis to Virginia to release.  She completed her stage of development yesterday as she emerged from the casing.  She was beautiful and very healthy. Shortly after we released her, she obtained her bearings and took off for hopefully, a wonderful flight to Mexico. This was such a late day for her travel. Our intention of bringing her chrysalis to Virginia was to provide food for nectaring once she hatched.  A second chrysalis did not fully develop. It also traveled with us. Unfortunately, I made an error while I retrieved it from the location. I learned an unfortunate lesson that I hope to never repeat. Letâ€™s hope that all of our monarchs survive!  Have a wonderful season! Looking forward tohearing from you in the spring!  Mary Ann","1,526,491,692"
,Site 50053,2020-10-15,40.516,-75.555,Monarch Adult Sighted,1,2:35 p.m. Another monarch flew over the yard.  The previous monarch was still sitting on the butterfly bush so I knew it wasn't the same one.,"1,526,491,778"
,Site 50053,2020-10-15,40.516,-75.555,Monarch Adult Sighted,1,2:20 p.m. on butterfly bush,"1,526,491,777"
,Site 50053,2020-10-15,40.516,-75.555,Monarch Adult Sighted,1,11:50 a.m. On dwarf butterfly bush,"1,526,491,776"
,Site 50053,2020-10-15,40.516,-75.555,Monarch Adult Sighted,1,11:00,"1,526,491,775"
,Site 53864,2020-10-15,40.981,-80.884,Monarch Larva Sighted,1,First sighted on milkweed on 10/11/2020.  Still there today.  Temps in 60's.,"1,526,491,541"
,Site 55999,2020-10-15,41.299,-75.864,Monarch Adult Sighted,6,"I came home from work and there were SIX smaller-sized adult monarchs in yard in Forty Fort PA! My husband says they've been around good part of day. We hadn't seen any for about 3 days...Today and yesterday were unusually warm for our area now: mid 70s. Photo is a combo of 1 male that flew over to zinnias, the other part is 4 of the 6 in butterfly bush. They were all flying around alot since shadows were deep. They were visiting cosmos and wildflowers, too.","1,526,491,764"
,Site 55365,2020-10-15,41.215,-74.826,Monarch Adult Sighted,1,"One of our class' remote students spotted this monarch on 10/15 in Layton NJ (he saw two that day, but I couldn't upload both pictures in one sighting report).","1,526,491,628"
,Site 55365,2020-10-15,41.215,-74.826,Monarch Adult Sighted,1,One of our class' remote students spotted this monarch on 10/15 in Layton NJ,"1,526,491,626"
,Site 54881,2020-10-15,41.122,-74.84,Monarch Adult Sighted,4,Feeding on butterfly bush - must be the last of my caterpillars :) <3 Hope they make it to Mexico <3 Safe journey little ones!,"1,526,491,528"
,Site 56355,2020-10-15,41.332,-73.207,Monarch Adult Sighted,1,I have a butterfly garden in my front yard and had several hatched butterflies this summer.  However I just saw another monarch yesterday. I was so surprised this late in the season. Unfortunately I didn't snap a picture as it took me by surprise!,"1,526,491,678"
,Site 62596,2020-10-15,41.953,-73.792,Monarch Adult Sighted,3,"I have photos of all 3 Monarhs nectaring on Mexican sunflowers,Verbena Bon.& other flowers in my gardens. It was very windy but they held on the whole day.","1,526,491,612"
,Site 61499,2020-10-15,41.854,-71.468,Monarch Adult Sighted,1,"1 Monarch on zinnias, flying around. Was here yesterday too.","1,526,491,472"
,Site 60752,2020-10-15,41.772,-74.297,Monarch Adult Sighted,1,Adult Monarch flying around my yard. The butterfly was observed in several different areas on wildflowers and butterfly bushes.,"1,526,491,540"
,Site 63752,2020-10-15,42.077,-71.63,Monarch Adult Sighted,1,Single adult sighted today in the meadow nearWest River ,"1,526,491,577"
,Site 63959,2020-10-15,42.099,-75.911,Monarch Adult Sighted,1,"One Monarch butterfly was fluttering around the backyard. It was not nectaring, although there were many nectar sources available. It did rest for approximately 1 minute in a lilac tree, then continued to flutter around the yard, as well as the neighborâ€™s yards, before it continued on in a westerly direction. The weather conditions here today were sunny and in the 70â€™s. A beautiful fall day!(the temperature today is well above average for this time of year for this area, but we are expecting a high of only 47 degrees tomorrow until rebounding into the 50â€™s over the weekend and some potential 60â€™s next week).  Hopefully this lone Monarch can continue on its journey and join the migration!","1,526,491,592"
,Site 67854,2020-10-15,42.486,-72.192,"Monarch, Captive-Reared",2,Released 2 more today,"1,526,491,532"
,Site 81878,2020-10-15,44.194,-66.1,Monarch Adult Sighted,1,"1 adult monarch butterfly observed on our property on Oct. 15 2020, 17:15.","1,526,491,546"
,Site 90893,2020-10-15,45.595,-73.698,Monarch Adult Sighted,3,"The highest number seen in one day up here near Montreal, Qc.","1,526,491,763"
,Site 5269,2020-10-15,29.808,-98.424,Monarch Adult Sighted,1,1:30pm,"1,526,491,587"
,Site 5065,2020-10-15,29.762,-95.599,Monarch Adult Sighted,1,A monarch arrived about 4 pm and was nectaring on blue mist flowers.I have seen a few monarchs every day in my garden for the last 3 weeks.  Iâ€™ve also had caterpillars on my milkweed. ,"1,526,496,102"
,Site 5065,2020-10-15,29.762,-95.599,Monarch Adult Sighted,1,A monarch arrived about 4 pm and was nectaring on blue mist flowers.I have seen a few monarchs every day in my garden for the last 3 weeks.  I've also had caterpillars on my milkweed. ,"1,526,491,609"
,Site 104475,2020-10-14,34.713,-76.968,"Hummingbird, Nectaring from Flowers",3,3 females /juveniles at the feeders,"1,526,491,304"
,Site 94599,2020-10-14,27.801,-97.396,Hummingbird Sighting,1,It was nectaring at the feeder in the backyard.,"1,526,491,256"
,Site 2113,2020-10-14,27.801,-97.396,Monarch Adult Sighted,1,"Just when we thought the MOnarchs were gone until Spring, one flew in today.  It was flying around the yard and landing on the milkweed.","1,526,491,257"
,Site 32580,2020-10-14,37.938,-122.343,Monarch Egg Sighted,4,Bringing in milkweed for my caterpillars I keep finding more eggs.,"1,526,491,512"
,Site 1258,2020-10-14,25.983,-80.382,Monarch Adult Sighted,2,Adult monarchs continue to leave eggs in my milkweed!!  The 90 degree temps are not keeping them away!!mjmorales,"1,526,491,575"
,Site 80235,2020-10-14,43.923,-70.913,"Monarch, Captive-Reared",2,"I released 2 Monarchs from caterpillars (3 total) I helped along by bringing them inside to raise. I wanted to just let the caterpillars be outside in nature but they were just not progressing in about a monthâ€™s time with some colder temperatures here and some lows in the 20s. They did great inside and grew quickly and forming a chrysalis and turned out perfect and healthy butterflies. I salvaged enough decent milkweed for them to get them to forming a J. Iâ€™d feel guilty if I didnâ€™t help them and they died. Temperature 60, wind 5-10mph, and full sun at the time of release.They butterflies had to wait from when they eclosed Monday afternoon until today  because of a total cold rainy day on Tuesday.One more butterfly to enclose soon to release.I gave the butterflies a chance.","1,526,491,417"
,Site 32261,2020-10-14,37.815,-122.242,Monarch Adult Sighted,2,"They are here for the milkweed I think, certainly they stayed most of the day and might overnight here","1,526,491,581"
,Site 15984,2020-10-14,33.228,-94.846,"Monarch, Captive-Reared",1,"Tagged and released one Monarch that eclosed the day before. 12 more chrysalises , no caterpillars, no eggs.","1,526,491,468"
,Site 9226,2020-10-14,30.518,-87.865,Monarch Adult Sighted,1,Lighting about on grass and flowers.,"1,526,491,439"
,Site 103707,2020-10-14,34.235,-77.946,Hummingbird Sighting,14,at feeder,"1,526,498,339"
,Site 103707,2020-10-14,34.235,-77.946,Hummingbird Sighting,7,at feeder,"1,526,498,345"
,Site 14635,2020-10-14,32.934,-96.684,Monarch PEAK Migration,14,Group of adults arrived this afternoon.   Approximately 14 adults on blue mist flower.   ,"1,526,491,291"
,Site 30531,2020-10-14,37.183,-79.62,Monarch Adult Sighted,1,I have been seeing at least one a day on my zinnias.,"1,526,491,307"
,Site 40478,2020-10-14,39.125,-77.145,Monarch Adult Sighted,1,1 adult on Tithonia.,"1,526,491,349"
,Site 31228,2020-10-14,37.453,-77.284,Monarch Adult Sighted,2,"I am pretty sure both were females.  Could not get a good photo of them, but watching them I could not see the male spots   They stayed several hours this afternoon feeding in my garden, mostly on the purple butterfly bush ","1,526,491,284"
,Site 46673,2020-10-14,40.043,-86.128,"Monarch, Captive-Reared",1,1 female eclosed in late afternoon. Larva was found on milkweed in my garden. Will tag and release tomorrow. Monarch waystation 6764,"1,526,491,260"
,Site 125637,2020-10-14,41.113,-81.538,"Hummingbird, Nectaring from Flowers",1,"Feeding from my flower pots and then resting in nearby tree. I have feeders up but didnt see hummy at feeder, only flowers.   Had white-streak on sides.","1,526,491,440"
,Site 7855,2020-10-14,30.298,-97.802,"Monarch, Captive-Reared",2,two captive-raised males eclosed today,"1,526,492,351"
,Site 36431,2020-10-14,38.743,-75.604,Monarch Adult Sighted,1,Adult female on butterfly bush!,"1,526,491,203"
,Site 101444,2020-10-14,33.224,-92.658,Hummingbird Sighting,1,Female spooked off of a perch near the Magnolia soulangeana tree feeder when a bobcat mix leaped up to drink at the birdbath under the tree.,"1,526,491,419"
,Site 101444,2020-10-14,33.224,-92.658,"Hummingbird, Other Observations",1,One female nectared at my bac (south) deck feeders as tge roofers replaced the shingles above.,"1,526,491,420"
,Site 25321,2020-10-14,35.91,-80.491,"Monarch, Captive-Reared",1,One female Monarch emerged and was released from rearing station,"1,526,491,312"
,Site 21602,2020-10-14,35.071,-85.082,Monarch Adult Sighted,1,Single one among the other other butterflies in the garden today.,"1,526,491,780"
,Site 21602,2020-10-14,35.071,-85.082,Monarch Adult Sighted,1,Butterfly was enjoying the cosmos flowers.,"1,526,491,268"
,Site 34017,2020-10-14,38.303,-77.46,Monarch Adult Sighted,1,This Monarch fluttered  in and sat 5 seconds.  Took pictures  as it took off. It flew to the left side and over two houses. Sun is still out. Breeze is getting  stronger. ,"1,526,491,236"
,Site 34017,2020-10-14,38.303,-77.46,Monarch Adult Sighted,1,"It fluttered  in front  of me landed on my purple butterfly bush. Was getting  nectar  for a minute.  It fluttered  to the backyard, when it saw me take it's  picture.  A beautiful  sunny day. The temperature  is 73. And a slight  breeze. ","1,526,491,233"
,Site 34017,2020-10-14,38.303,-77.46,Monarch Adult Sighted,2,"As I took the picture,  I watched  another Monarch  leave. There were two. One went to the neighbors yard. The one in my picture  is still getting  nectar. A very sunny day.The temperature  is 70.","1,526,491,206"
,Site 34017,2020-10-14,38.303,-77.46,Monarch Adult Sighted,1,I am sitting  on my front porch  drinking  coffee.  Saw a movement.  A Monarch.  It is 55 for the temperature. The sun is pot and full. I feel a slight  breeze. It was getting  nectar  for about  four minutes. ,"1,526,491,183"
,Site 16240,2020-10-14,33.341,-86.856,Monarch Adult Sighted,2,Nectaring on zinnias and Tithonia,"1,526,491,277"
,Site 4760,2020-10-14,29.696,-98.122,Monarch Adult Sighted,1,At Waystation 22337Soul y Paz - A Place for Dos,"1,526,491,706"
,Site 4760,2020-10-14,29.696,-98.122,Monarch Adult Sighted,1,At Waystation 22337Soul y Paz - A Place for Dos,"1,526,491,357"
,Site 4760,2020-10-14,29.696,-98.122,Monarch Adult Sighted,1,At Waystation 22337Soul y Paz - A Place for Dos,"1,526,491,285"
,Site 30658,2020-10-14,37.238,-76.755,Monarch Adult Sighted,2,Two today taking advantage of the sunshine and the garden blooms.,"1,526,491,400"
,Site 40981,2020-10-14,39.194,-76.062,Monarch Adult Sighted,2,Feeding on Mexican sunflowers,"1,526,491,274"
,Site 19009,2020-10-14,34.075,-84.295,Monarch Adult Sighted,2,Two adults feeding on Lantana and butterfly bush,"1,526,491,372"
,Site 25035,2020-10-14,35.858,-83.742,Monarch Adult Sighted,3,3 monarchs feeding on B.D for several hours. Big day to have 3 monarchs in my little residential butterfly garden. The pic shows a Monarch and Gulf Fritillary feeding.,"1,526,491,278"
,Site 34042,2020-10-14,38.311,-77.498,Monarch Adult Sighted,1,4pm sighting as the monarch was winging from north to south.,"1,526,491,437"
,Site 38297,2020-10-14,38.937,-84.542,Monarch PEAK Migration,140,feeding on ironweed and red cloverSee Monarch PEAK Migration reports dated 10/6/20 and 10/7/20 for more information on sightings from this location. ,"1,526,491,376"
,Site 43449,2020-10-14,39.58,-82.522,Monarch Adult Sighted,1,"Today at 2:09pm I found this beauty. Warm, high 70's, dry and sunny.  Been watching since since September 25th.  Good Luck Monarch on our journey forward.","1,526,491,239"
,Site 70535,2020-10-14,42.834,-73.602,Monarch Adult Sighted,2,"At 12:30 2 monarchs nectoring on zinnias in my garden.Bright sunny day, winds from west, south 2 mph. 62 degrees. ","1,526,491,219"
,Site 15751,2020-10-14,33.192,-94.354,Monarch Adult Sighted,3,nectaring,"1,526,491,921"
,Site 15751,2020-10-14,33.192,-94.354,Monarch Adult Sighted,5,nectaring on lantana,"1,526,491,293"
,Site 43508,2020-10-14,39.594,-82.932,Monarch Adult Sighted,1,Observed wild untagged female monarch flying around today around 1:11pm. Temperature was 73 degrees Fahrenheit. She perched briefly on lilac and again on fence.,"1,526,491,230"
,Site 43205,2020-10-14,39.534,-75.897,Monarch Adult Sighted,3,"3 adult Monarchs on asters.  4:10 PM.  67Ã¯Â¿Â½, sunny, winds light, 6 mph from southwest.","1,526,491,281"
,Site 43205,2020-10-14,39.534,-75.897,Monarch Adult Sighted,1,"One adult Monarch sighted on asters.  65Ã¯Â¿Â½, sunny, light wind of 8 mph from southwest.","1,526,491,211"
