Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Status,Station Name,Observation Date,Latitude,Longitude
09:51 pm,09:54 pm,7.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Syracuse,Kosciusko,Indiana,Suburban,Bog or Fen,,Permanent,Precipitation or Runoff,1.48 acres of Freshwater Emergent Wetland,"Corner of Chicago St & S Harkless Drive, Syracuse, IN  46567",,Duckblind,2019-04-15,41.418285,-85.74091
08:41 pm,08:44 pm,8.33,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Stow,Summit,Ohio,,Swamp or Woodland Swamp,Artifically Altered,Permanent,Not Known,,Spell rd.  walk west on bike and hike trail approximately 100 yds.  wetland just past welcome to summit co. sign.,,Bike and Hike Young Road,2019-04-15,41.189,-81.3951
08:41 pm,08:44 pm,8.33,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Stow,Summit,Ohio,,Swamp or Woodland Swamp,Artifically Altered,Permanent,Not Known,,Spell rd.  walk west on bike and hike trail approximately 100 yds.  wetland just past welcome to summit co. sign.,,Bike and Hike Young Road,2019-04-15,41.189,-81.3951
11:36 pm,11:39 pm,9.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,same location as previous; missed wood frog window (calling last week),North Liberty,St. Joseph,Indiana,Rural,Freshwater Marsh,Artifically Altered,Permanent,Groundwater,,"South side of park, just west of entrance.  Listening from front porch of our house, 26568 SR 4, across the street from the park.",,Potato Creek State Park,2019-04-15,41.5347,-86.3662
11:01 pm,11:04 pm,9.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",same location as previous; probably missed wood frog window; northern leopard frog abundant primarily to southwest of listening location.,North Liberty,St. Joseph,Indiana,"Pine Creek, ditches","Mitigation Wetland designed to include wet meadow, shallow emergent, and deep emergent wetland.  May also contain forested/scrub shrub wetland.  Two lateral ditches also run through the site. [AZA - orininal",Human-made,Temporary Every Year,Groundwater,,"From SR 23, go west on SR 4.  Take SR 4 to Walnut Rd., and go south on Walnut Rd.  Take Walnut Rd. to Quinn Rd., and go west on Quinn Rd.  Quinn Rd. becomes Place Trail and turns south/southwest.  The entrance is a dirt road on the east side of Place Trai",,Place Trail Marsh Mitigation Wetland,2019-04-15,41.5164,-86.5028
10:24 pm,10:27 pm,10,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",same location as previous; might have missed wood frog window.,Koontz Lake,St. Joseph,Indiana,"tall grass prairie, ditch","mitigation wetland containing forested wetland, scrub shrub wetland, wet meadow, emergent, and open water communities",Human-made,Permanent,Groundwater,,"On SR 23, go south approximately 2.5 miles past Walkerton.  A dirt road goes east into the site from SR 23.  A chain and lock are present at the site entrance.",,Land Guardians Mitigation Wetland,2019-04-15,41.4352,-86.4853
09:34 pm,09:37 pm,10,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",Same location as previous; might have missed wood frog window.,South Bend,St. Joseph,Indiana,,Freshwater Marsh,Natural,Permanent,Groundwater,,"From the intersection of US 31 and Ireland Road, go west on Ireland Road for two miles.  The wetland is on the property of the home at 22012 West Ireland Road.",,Ewing Wetland,2019-04-15,41.62,-86.29
09:03 pm,09:06 pm,7.78,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",Same location as previous; obnoxious Canada Geese calling during survey.,Crumstown,St. Joseph,Indiana,Suburban,Bog or Fen,Natural,Permanent,Lake,,"From Route 23, take Crumstown Highway north-northeast approximately 7.5 miles.  Chamberlain Lake Nature Preserve is on the northwest side of the road.  Walk to trail back to the wetland/lake portion of the site.",,Chamberlain Lake Nature Preserve,2019-04-15,41.6549,-86.3653
09:23 pm,09:26 pm,13.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,"Erin, Rob, Gordon, Ariel",Athens,Clarke,Georgia,,Pond,Human-made,Permanent,Pond,,,,Sandy Creek Bird Blind,2019-04-15,33.985183,-83.379845
08:43 pm,08:46 pm,7.22,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",Rain today.,"Westborough
","Worcester
",Massachusetts,Suburban,Prairie Pothole,Artifically Altered,Permanent,Stream or River,"Alongside Bowman Street, between #95 and #97 is a pond, created by a man-made barrier that backs up the natural stream. The barrier is a simple concrete wall placed as a barrier to the stream's natural progression. The pond created by the barrier is approx 30 wide and 40 feet deep. The pond is filled with the plant growth you'd expect for the region. There are abundent reeds and water plants both in, along the edge of and nearby to the pond. Trees tower over the pond and the edge Upton State Forest is scarce 50 yrds further back from the pond.
","From Zoo: I-95 North to I-495 North (in MA) to Rt-9 West to Rt-30 West to Rt-135 East (at Westborough Rotary), to Upton Rd (south towards Upton) to Bowman Street to #95 / #97 Bowman St.  Approx 50 minutes travel from Zoo to site.
",,Bowman Street Pond,2019-04-15,42.23,-71.607
09:25 pm,09:28 pm,9.44,5 - FRESH BREEZE: small trees in leaf begin to sway,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Easthampton,Hampshire,Massachusetts,Suburban,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,woodland vernal pool,woods approx a quarter mile southeast of treehouse circle,,vernalpool,2019-04-15,42.2492,-72.6684
08:54 pm,08:57 pm,10,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",weather was much colder than on 4/12. Did not see any frogs/toads. We did observe what we belive to be a large mass of  Frog eggs.,Independence,Cuyahoga,Ohio,Suburban,Freshwater Marsh,Artifically Altered,Permanent,Pond,Brookside Mitigation Area,Park at NPS access gate off Pleasant Valley Road.,,CUVA: PV - Brookside (968),2019-04-15,41.359199,-81.605567
08:23 pm,08:26 pm,10,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,Light Rain or Drizzle,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Milford,New Haven,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Temporary Every Year,Groundwater,,on the right past fresh meadow ln turn,,West river st near power lines,2019-04-15,41.246311,-73.063394
09:00 pm,09:03 pm,47,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,Fog or Mist,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,,,Connecticut,,,,,,,,,Forest rd ,2019-04-15,41.237108,-73.046057
08:52 pm,08:55 pm,7.78,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping","Very windy, American toad sounds far away. Peepers are very close ",East Greenwich ,Kent ,Rhode Island,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Precipitation or Runoff,"Marshland collects more water after heavy rainfall, less water exists in the winter. ","95 S to Route 4, Frenchtown Road exit, left on Frenchtown Road, follow Frenchtown Road for 2 miles.  Turn left onto Juniper Drive.  ""Frog Way"" is 1/4 mile on the right.",,Frog Way ,2019-04-15,41.6195,-71.5261
08:17 pm,08:20 pm,50,4 - MODERATE BREEZE: moves small branches; raises dust and loose paper,Light Rain or Drizzle,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Milford,New Haven,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,,west river north to left on fresh leadow,,Fresh Meadow Lane,2019-04-15,41.239844,-73.069277
08:05 pm,08:08 pm,10,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Cheshire,New Haven,Connecticut,Suburban,Pond,Artifically Altered,Temporary Some Years,Precipitation or Runoff,small pond fed by runoff and groundwater adjacent to a produce farm and suburban housing,accross the street fro 325 Higgins Rd-Zentek Farm Market,,Higgins Road farmstand pond,2019-04-15,41.485156,-72.915139
08:23 pm,08:26 pm,13.33,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Chesterfield,Chesterfield,Virginia,State Park,Wet Meadow,Human-made,Permanent,Stream or River,"The field is about 30 yard from Swift Creek, but is higher and dryer.  The observation site is next to a wooded area, but frogs can be heard in the creek.",Follow the trail from the picnic area at Pocahontas State Park through the field by the pool.  On the right side there are 4 bat boxes.  This is the observation area.,,Pocahontas Pool Area,2019-04-15,37.38678,-77.57715
08:49 pm,08:52 pm,12.78,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,,Chesterfield,Virginia,State Park,Freshwater Marsh,Human-made,Permanent,Stream or River,Small lake formed from water backed up by damming Swift Creek.  The lake is filling with sediment and is becoming a marsh.,"Located in Pocahontas State Park in Chesterfield, VA.  When driving on entrance road, follow signs to the CCC Museum.  Go downhill behind the museum to the lake.",,Pocahontas Beaver Lake,2019-04-15,37.385917,-77.58445
08:20 pm,08:23 pm,10.56,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,cuba city,grant,Wisconsin,Rural,slow moving river,Natural,Permanent,Stream or River,this is where the platte rimarshy and at flood stage it is a slow moving riverver empties into the Mississippi most of the river most of the year it is a ,,,Platte River,2019-04-15,42.612381,-90.662453
07:45 pm,08:15 pm,8.89,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Southern),"3 - Full chorus, calls are constant, continuous and overlapping",,Dahlonega,Lumpkin,Georgia,Rural,Wet Meadow,Artifically Altered,Temporary Every Year,Groundwater,Meadow that is across the street from reservoir parking lot,,,Reservoir meadow,2019-04-15,34.549769,-83.971878
08:57 pm,09:00 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Westborough,Worcester,Massachusetts,,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,,"Take route 495 north to exit 6B route 1495 north toward Worcester,MA. Take exit 21A onto W. Main Street Hopkinton MA. Turn left onto route 135 W/Wood street. Travel 3.8 miles. Turn left onto Belknap street. Follow to end. Turn left onto Upton Road and travel 1.1 miles. Site on left.",,Friendship House backyard,2019-04-14,42.2305,-71.6059
09:20 pm,09:23 pm,12.78,0 - CALM: smoke rises vertically,Medium Rain,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Guilford,New Haven,Connecticut,Urban,Swamp or Woodland Swamp,Not Known,Permanent,Not Known,,,,Schoolside Lane Swamp,2019-04-14,41.309937,-72.712847
08:27 pm,08:30 pm,11.67,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,Hard Rain,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Waterford,Erie,Pennsylvania,Rural,Wet Meadow,Natural,Temporary Every Year,Precipitation or Runoff,,Donation Rd. To Dublin Rd. to 3052.  Pond on side of house and pasture in backyard.,,Pasture,2019-04-14,41.9785,-79.9179
08:32 pm,08:35 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",Light rain on/off today.  Nice spike up in the temps.  First night we've heard the American Toads calling. ,"Westborough
","Worcester
",Massachusetts,Suburban,Prairie Pothole,Artifically Altered,Permanent,Stream or River,"Alongside Bowman Street, between #95 and #97 is a pond, created by a man-made barrier that backs up the natural stream. The barrier is a simple concrete wall placed as a barrier to the stream's natural progression. The pond created by the barrier is approx 30 wide and 40 feet deep. The pond is filled with the plant growth you'd expect for the region. There are abundent reeds and water plants both in, along the edge of and nearby to the pond. Trees tower over the pond and the edge Upton State Forest is scarce 50 yrds further back from the pond.
","From Zoo: I-95 North to I-495 North (in MA) to Rt-9 West to Rt-30 West to Rt-135 East (at Westborough Rotary), to Upton Rd (south towards Upton) to Bowman Street to #95 / #97 Bowman St.  Approx 50 minutes travel from Zoo to site.
",,Bowman Street Pond,2019-04-14,42.23,-71.607
08:11 pm,08:14 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,West Greenwich,Kent,Rhode Island,,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,,The site is at the western border of Mishnock Swamp.,,Mishnock Swamp,2019-04-14,41.67,-71.586
08:34 pm,08:37 pm,12.78,0 - CALM: smoke rises vertically,Medium Rain,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Burton,Geauga,Ohio,,Bog or Fen,Artifically Altered,Permanent,Groundwater,,,,"White Pine Bog: Kelso outlet, AKFARM4",2019-04-14,41.440198,-81.20152
